society;n_employe;city;country;command_date;n_command;product_name;total_price
7;1;Genève;Suisse;14/06/1995;10537;Manjimup Dried Apples;1 590,00 F
7;1;Genève;Suisse;14/06/1995;10537;Mozzarella di Giovanni;3 654,00 F
B's Beverages;9;London;Royaume-Uni;15/06/1995;10538;Outback Lager;525,00 F
B's Beverages;6;London;Royaume-Uni;16/06/1995;10539;Sir Rodney's Scones;750,00 F
B's Beverages;6;London;Royaume-Uni;16/06/1995;10539;Maxilaku;600,00 F
B's Beverages;6;London;Royaume-Uni;16/06/1995;10539;Konbu;240,00 F
QUICK-Stop;3;Cunewalde;Allemagne;19/06/1995;10540;Côte de Blaye;39 525,00 F
QUICK-Stop;3;Cunewalde;Allemagne;19/06/1995;10540;Scottish Longbreads;2 187,50 F
QUICK-Stop;3;Cunewalde;Allemagne;19/06/1995;10540;Aniseed Syrup;3 000,00 F
Hanari Carnes;2;Rio de Janeiro;Brésil;19/06/1995;10541;Côte de Blaye;4 743,00 F
Hanari Carnes;2;Rio de Janeiro;Brésil;19/06/1995;10541;Louisiana Fiery Hot Pepper Sauce;3 410,10 F
Königlich Essen;1;Brandenburg;Allemagne;20/06/1995;10542;Queso Cabrales;1 496,25 F
Königlich Essen;1;Brandenburg;Allemagne;20/06/1995;10542;Tourtière;849,30 F
LILA-Supermercado;8;Barquisimeto;Venezuela;21/06/1995;10543;Queso Manchego La Pastora;4 845,00 F
LILA-Supermercado;8;Barquisimeto;Venezuela;21/06/1995;10543;Tunnbröd;2 677,50 F
Lonesome Pine Restaurant;4;Portland;États-Unis;21/06/1995;10544;Rössle Sauerkraut;1 596,00 F
Victuailles en stock;1;Lyon;France;23/06/1995;10546;Uncle Bob's Organic Dried Pears;1 500,00 F
Victuailles en stock;1;Lyon;France;23/06/1995;10546;Tarte au sucre;9 860,00 F
Victuailles en stock;1;Lyon;France;23/06/1995;10546;Steeleye Stout;2 700,00 F
Seven Seas Imports;3;London;Royaume-Uni;23/06/1995;10547;Mascarpone Fabioli;3 264,00 F
Toms Spezialitäten;3;Münster;Allemagne;26/06/1995;10548;Sasquatch Ale;525,00 F
QUICK-Stop;5;Cunewalde;Allemagne;27/06/1995;10549;Røgede sild;4 037,50 F
QUICK-Stop;5;Cunewalde;Allemagne;27/06/1995;10549;Manjimup Dried Apples;10 812,00 F
Godos Cocina Típica;7;Sevilla;Espagne;28/06/1995;10550;Alice Mutton;1 404,00 F
Godos Cocina Típica;7;Sevilla;Espagne;28/06/1995;10550;Teatime Chocolate Biscuits;460,00 F
Godos Cocina Típica;7;Sevilla;Espagne;28/06/1995;10550;Sir Rodney's Scones;270,00 F
Godos Cocina Típica;7;Sevilla;Espagne;28/06/1995;10550;Sirop d'érable;1 282,50 F
Furia Bacalhau e Frutos do Mar;4;Lisboa;Portugal;28/06/1995;10551;Pavlova;2 966,50 F
Furia Bacalhau e Frutos do Mar;4;Lisboa;Portugal;28/06/1995;10551;Steeleye Stout;1 530,00 F
HILARIÓN-Abastos;2;San Cristóbal;Venezuela;29/06/1995;10552;Rhönbräu Klosterbier;1 162,50 F
Wartian Herkku;2;Oulu;Finlande;30/06/1995;10553;Pavlova;1 221,50 F
Wartian Herkku;2;Oulu;Finlande;30/06/1995;10553;Steeleye Stout;540,00 F
Ottilies Käseladen;4;Köln;Allemagne;30/06/1995;10554;Pavlova;2 486,62 F
Ottilies Käseladen;4;Köln;Allemagne;30/06/1995;10554;Tunnbröd;855,00 F
Ottilies Käseladen;4;Köln;Allemagne;30/06/1995;10554;Tarte au sucre;4 683,50 F
Ottilies Käseladen;4;Köln;Allemagne;30/06/1995;10554;Original Frankfurter grüne Soße;617,50 F
Save-a-lot Markets;6;Boise;États-Unis;03/07/1995;10555;Tofu;2 790,00 F
Save-a-lot Markets;6;Boise;États-Unis;03/07/1995;10555;Teatime Chocolate Biscuits;1 288,00 F
Save-a-lot Markets;6;Boise;États-Unis;03/07/1995;10555;Manjimup Dried Apples;4 240,00 F
Simons bistro;2;København;Danemark;04/07/1995;10556;Mozzarella di Giovanni;4 176,00 F
Lehmanns Marktstand;9;Frankfurt a.M.;Allemagne;04/07/1995;10557;Rhönbräu Klosterbier;775,00 F
Lehmanns Marktstand;9;Frankfurt a.M.;Allemagne;04/07/1995;10557;Wimmers gute Semmelknödel;4 987,50 F
Around the Horn;1;London;Royaume-Uni;05/07/1995;10558;Zaanse koeken;1 187,50 F
Around the Horn;1;London;Royaume-Uni;05/07/1995;10558;Manjimup Dried Apples;5 300,00 F
Around the Horn;1;London;Royaume-Uni;05/07/1995;10558;Perth Pasties;2 952,00 F
Blondel père et fils;6;Strasbourg;France;06/07/1995;10559;Jack's New England Clam Chowder;550,05 F
Blondel père et fils;6;Strasbourg;France;06/07/1995;10559;Pâté chinois;2 052,00 F
Frankenversand;8;München;Allemagne;07/07/1995;10560;Nord-Ost Matjeshering;2 589,00 F
Frankenversand;8;München;Allemagne;07/07/1995;10560;Tarte au sucre;2 773,12 F
Folk och fä HB;2;Bräcke;Suède;07/07/1995;10561;Manjimup Dried Apples;13 250,00 F
Reggiani Caseifici;1;Reggio Emilia;Italie;10/07/1995;10562;Tarte au sucre;2 218,50 F
Rattlesnake Canyon Grocery;4;Albuquerque;États-Unis;11/07/1995;10564;Alice Mutton;2 964,00 F
Rattlesnake Canyon Grocery;4;Albuquerque;États-Unis;11/07/1995;10564;Pâté chinois;2 850,00 F
Mère Paillarde;8;Montréal;Canada;12/07/1995;10565;Wimmers gute Semmelknödel;2 693,25 F
Blondel père et fils;9;Strasbourg;France;13/07/1995;10566;Carnarvon Tigers;4 781,25 F
Blondel père et fils;9;Strasbourg;France;13/07/1995;10566;Lakkalikööri;900,00 F
Hungry Owl All-Night Grocers;1;Cork;Irlande;13/07/1995;10567;Manjimup Dried Apples;795,00 F
Hungry Owl All-Night Grocers;1;Cork;Irlande;13/07/1995;10567;Raclette Courdavault;8 800,00 F
Rattlesnake Canyon Grocery;5;Albuquerque;États-Unis;17/07/1995;10569;Lakkalikööri;2 700,00 F
Ernst Handel;8;Graz;Autriche;18/07/1995;10571;Tofu;1 086,94 F
Ernst Handel;8;Graz;Autriche;18/07/1995;10571;Singaporean Hokkien Fried Mee;1 666,00 F
Berglunds snabbköp;3;Luleå;Suède;19/07/1995;10572;Rhönbräu Klosterbier;523,12 F
Berglunds snabbköp;3;Luleå;Suède;19/07/1995;10572;Boston Crab Meat;4 600,00 F
Berglunds snabbköp;3;Luleå;Suède;19/07/1995;10572;Mascarpone Fabioli;1 440,00 F
Berglunds snabbköp;3;Luleå;Suède;19/07/1995;10572;Pavlova;942,30 F
Antonio Moreno Taquería;7;México D.F.;Mexique;20/07/1995;10573;Sasquatch Ale;2 800,00 F
Antonio Moreno Taquería;7;México D.F.;Mexique;20/07/1995;10573;Perth Pasties;4 100,00 F
Antonio Moreno Taquería;7;México D.F.;Mexique;20/07/1995;10573;Alice Mutton;3 510,00 F
Trail's Head Gourmet Provisioners;4;Kirkland;États-Unis;20/07/1995;10574;Boston Crab Meat;184,00 F
Trail's Head Gourmet Provisioners;4;Kirkland;États-Unis;20/07/1995;10574;Tarte au sucre;2 465,00 F
Trail's Head Gourmet Provisioners;4;Kirkland;États-Unis;20/07/1995;10574;Wimmers gute Semmelknödel;997,50 F
Morgenstern Gesundkost;5;Leipzig;Allemagne;21/07/1995;10575;Vegie-spread;1 317,00 F
Morgenstern Gesundkost;5;Leipzig;Allemagne;21/07/1995;10575;Mozzarella di Giovanni;5 220,00 F
Morgenstern Gesundkost;5;Leipzig;Allemagne;21/07/1995;10575;Lakkalikööri;900,00 F
Tortuga Restaurante;3;México D.F.;Mexique;24/07/1995;10576;Chai;900,00 F
Trail's Head Gourmet Provisioners;9;Kirkland;États-Unis;24/07/1995;10577;Original Frankfurter grüne Soße;1 170,00 F
Trail's Head Gourmet Provisioners;9;Kirkland;États-Unis;24/07/1995;10577;Chartreuse verte;900,00 F
Trail's Head Gourmet Provisioners;9;Kirkland;États-Unis;24/07/1995;10577;Rhönbräu Klosterbier;775,00 F
B's Beverages;4;London;Royaume-Uni;25/07/1995;10578;Steeleye Stout;1 800,00 F
B's Beverages;4;London;Royaume-Uni;25/07/1995;10578;Ravioli Angelo;585,00 F
Let's Stop N Shop;1;San Francisco;États-Unis;26/07/1995;10579;Rhönbräu Klosterbier;813,75 F
Ottilies Käseladen;4;Köln;Allemagne;27/07/1995;10580;Tofu;1 656,56 F
Ottilies Käseladen;4;Köln;Allemagne;27/07/1995;10580;Jack's New England Clam Chowder;412,54 F
Ottilies Käseladen;4;Köln;Allemagne;27/07/1995;10580;Louisiana Fiery Hot Pepper Sauce;2 999,62 F
Familia Arquibaldo;3;São Paulo;Brésil;27/07/1995;10581;Rhönbräu Klosterbier;1 550,00 F
Blauer See Delikatessen;3;Mannheim;Allemagne;28/07/1995;10582;Lakkalikööri;1 260,00 F
Blauer See Delikatessen;3;Mannheim;Allemagne;28/07/1995;10582;Ravioli Angelo;390,00 F
Wartian Herkku;2;Oulu;Finlande;31/07/1995;10583;Camembert Pierrot;3 468,00 F
Wartian Herkku;2;Oulu;Finlande;31/07/1995;10583;Thüringer Rostbratwurst;6 189,50 F
Wellington Importadora;7;Resende;Brésil;01/08/1995;10585;Zaanse koeken;712,50 F
Que Delícia;1;Rio de Janeiro;Brésil;02/08/1995;10587;Steeleye Stout;1 800,00 F
Que Delícia;1;Rio de Janeiro;Brésil;02/08/1995;10587;Original Frankfurter grüne Soße;1 300,00 F
QUICK-Stop;2;Cunewalde;Allemagne;03/08/1995;10588;Carnarvon Tigers;10 000,00 F
QUICK-Stop;2;Cunewalde;Allemagne;03/08/1995;10588;Singaporean Hokkien Fried Mee;5 600,00 F
Great Lakes Food Market;8;Eugene;États-Unis;04/08/1995;10589;Steeleye Stout;360,00 F
Mère Paillarde;4;Montréal;Canada;07/08/1995;10590;Chai;1 800,00 F
Mère Paillarde;4;Montréal;Canada;07/08/1995;10590;Original Frankfurter grüne Soße;3 705,00 F
Vaffeljernet;1;Århus;Danemark;07/08/1995;10591;Uncle Bob's Organic Dried Pears;1 500,00 F
Vaffeljernet;1;Århus;Danemark;07/08/1995;10591;Tourtière;1 862,50 F
Vaffeljernet;1;Århus;Danemark;07/08/1995;10591;Aniseed Syrup;700,00 F
Lehmanns Marktstand;7;Frankfurt a.M.;Allemagne;09/08/1995;10593;Lakkalikööri;288,00 F
Lehmanns Marktstand;7;Frankfurt a.M.;Allemagne;09/08/1995;10593;Sir Rodney's Marmalade;6 804,00 F
Ernst Handel;2;Graz;Autriche;10/08/1995;10595;Steeleye Stout;2 025,00 F
Ernst Handel;2;Graz;Autriche;10/08/1995;10595;Sirop d'érable;12 825,00 F
White Clover Markets;8;Seattle;États-Unis;11/08/1995;10596;Vegie-spread;4 214,40 F
White Clover Markets;8;Seattle;États-Unis;11/08/1995;10596;Rhönbräu Klosterbier;930,00 F
Piccolo und mehr;7;Salzburg;Autriche;11/08/1995;10597;Louisiana Fiery Hot Pepper Sauce;1 010,40 F
Rattlesnake Canyon Grocery;1;Albuquerque;États-Unis;14/08/1995;10598;Schoggi Schokolade;10 975,00 F
B's Beverages;6;London;Royaume-Uni;15/08/1995;10599;Tarte au sucre;2 465,00 F
Hungry Coyote Import Store;4;Elgin;États-Unis;16/08/1995;10600;Tourtière;149,00 F
HILARIÓN-Abastos;7;San Cristóbal;Venezuela;16/08/1995;10601;Konbu;1 800,00 F
Vaffeljernet;8;Århus;Danemark;17/08/1995;10602;Original Frankfurter grüne Soße;243,75 F
Furia Bacalhau e Frutos do Mar;1;Lisboa;Portugal;18/08/1995;10604;Chocolade;344,25 F
Furia Bacalhau e Frutos do Mar;1;Lisboa;Portugal;18/08/1995;10604;Lakkalikööri;810,00 F
Mère Paillarde;1;Montréal;Canada;21/08/1995;10605;Pavlova;2 486,62 F
Mère Paillarde;1;Montréal;Canada;21/08/1995;10605;Camembert Pierrot;11 305,00 F
Tradição Hipermercados;4;São Paulo;Brésil;22/08/1995;10606;Chef Anton's Cajun Seasoning;1 760,00 F
Tradição Hipermercados;4;São Paulo;Brésil;22/08/1995;10606;Pâté chinois;1 920,00 F
Tradição Hipermercados;4;São Paulo;Brésil;22/08/1995;10606;Tarte au sucre;1 972,00 F
Save-a-lot Markets;5;Boise;États-Unis;22/08/1995;10607;Boston Crab Meat;3 864,00 F
Save-a-lot Markets;5;Boise;États-Unis;22/08/1995;10607;Mozzarella di Giovanni;2 088,00 F
Save-a-lot Markets;5;Boise;États-Unis;22/08/1995;10607;Alice Mutton;19 500,00 F
Save-a-lot Markets;5;Boise;États-Unis;22/08/1995;10607;Uncle Bob's Organic Dried Pears;6 750,00 F
Du monde entier;7;Nantes;France;24/08/1995;10609;Sir Rodney's Scones;300,00 F
Du monde entier;7;Nantes;France;24/08/1995;10609;Chai;270,00 F
Wolski  Zajazd;6;Warszawa;Pologne;25/08/1995;10611;Chai;540,00 F
Wolski  Zajazd;6;Warszawa;Pologne;25/08/1995;10611;Chang;950,00 F
Wolski  Zajazd;6;Warszawa;Pologne;25/08/1995;10611;Camembert Pierrot;2 550,00 F
Save-a-lot Markets;1;Boise;États-Unis;28/08/1995;10612;Maxilaku;1 800,00 F
Save-a-lot Markets;1;Boise;États-Unis;28/08/1995;10612;Camembert Pierrot;6 800,00 F
Save-a-lot Markets;1;Boise;États-Unis;28/08/1995;10612;Lakkalikööri;7 200,00 F
HILARIÓN-Abastos;4;San Cristóbal;Venezuela;29/08/1995;10613;Konbu;216,00 F
HILARIÓN-Abastos;4;San Cristóbal;Venezuela;29/08/1995;10613;Rhönbräu Klosterbier;1 550,00 F
Blauer See Delikatessen;8;Mannheim;Allemagne;29/08/1995;10614;Sir Rodney's Scones;400,00 F
Blauer See Delikatessen;8;Mannheim;Allemagne;29/08/1995;10614;Chartreuse verte;450,00 F
Wilman Kala;2;Helsinki;Finlande;30/08/1995;10615;Pâté chinois;600,00 F
Great Lakes Food Market;1;Eugene;États-Unis;31/08/1995;10616;Côte de Blaye;18 774,37 F
Great Lakes Food Market;1;Eugene;États-Unis;31/08/1995;10616;Outback Lager;1 068,75 F
Mère Paillarde;1;Montréal;Canada;01/09/1995;10618;Scottish Longbreads;937,50 F
Mère Paillarde;3;Montréal;Canada;04/09/1995;10619;Sir Rodney's Scones;2 100,00 F
Island Trading;4;Cowes;Royaume-Uni;05/09/1995;10621;Teatime Chocolate Biscuits;230,00 F
Island Trading;4;Cowes;Royaume-Uni;05/09/1995;10621;Tunnbröd;450,00 F
Island Trading;4;Cowes;Royaume-Uni;05/09/1995;10621;Outback Lager;1 500,00 F
Ricardo Adocicados;4;Rio de Janeiro;Brésil;06/09/1995;10622;Chang;1 900,00 F
Ricardo Adocicados;4;Rio de Janeiro;Brésil;06/09/1995;10622;Scottish Longbreads;900,00 F
Frankenversand;8;München;Allemagne;07/09/1995;10623;Tofu;2 441,25 F
Frankenversand;8;München;Allemagne;07/09/1995;10623;Steeleye Stout;2 430,00 F
Frankenversand;8;München;Allemagne;07/09/1995;10623;Teatime Chocolate Biscuits;621,00 F
Frankenversand;8;München;Allemagne;07/09/1995;10623;Sir Rodney's Scones;1 125,00 F
The Cracker Box;4;Butte;États-Unis;07/09/1995;10624;Rössle Sauerkraut;2 280,00 F
The Cracker Box;4;Butte;États-Unis;07/09/1995;10624;Thüringer Rostbratwurst;3 713,70 F
Ana Trujillo Emparedados y helados;3;México D.F.;Mexique;08/09/1995;10625;Tofu;348,75 F
Ana Trujillo Emparedados y helados;3;México D.F.;Mexique;08/09/1995;10625;Singaporean Hokkien Fried Mee;350,00 F
Ana Trujillo Emparedados y helados;3;México D.F.;Mexique;08/09/1995;10625;Camembert Pierrot;1 700,00 F
Berglunds snabbköp;1;Luleå;Suède;11/09/1995;10626;Perth Pasties;1 968,00 F
Berglunds snabbköp;1;Luleå;Suède;11/09/1995;10626;Camembert Pierrot;3 400,00 F
Save-a-lot Markets;8;Boise;États-Unis;11/09/1995;10627;Tarte au sucre;3 697,50 F
Blondel père et fils;4;Strasbourg;France;12/09/1995;10628;Chai;2 250,00 F
Godos Cocina Típica;4;Sevilla;Espagne;12/09/1995;10629;Wimmers gute Semmelknödel;1 496,25 F
Godos Cocina Típica;4;Sevilla;Espagne;12/09/1995;10629;Thüringer Rostbratwurst;12 379,00 F
Königlich Essen;1;Brandenburg;Allemagne;13/09/1995;10630;Pâté chinois;1 368,00 F
Königlich Essen;1;Brandenburg;Allemagne;13/09/1995;10630;Lakkalikööri;3 150,00 F
La maison d'Asie;8;Toulouse;France;14/09/1995;10631;Rhönbräu Klosterbier;279,00 F
Die Wandernde Kuh;8;Stuttgart;Allemagne;14/09/1995;10632;Chang;2 707,50 F
Ernst Handel;7;Graz;Autriche;15/09/1995;10633;Queso Manchego La Pastora;5 814,00 F
Ernst Handel;7;Graz;Autriche;15/09/1995;10633;Konbu;331,50 F
Ernst Handel;7;Graz;Autriche;15/09/1995;10633;Tarte au sucre;16 762,00 F
Folies gourmandes;4;Lille;France;15/09/1995;10634;Carnarvon Tigers;15 625,00 F
Folies gourmandes;4;Lille;France;15/09/1995;10634;Manjimup Dried Apples;3 975,00 F
Folies gourmandes;4;Lille;France;15/09/1995;10634;Uncle Bob's Organic Dried Pears;5 250,00 F
Folies gourmandes;4;Lille;France;15/09/1995;10634;Rhönbräu Klosterbier;77,50 F
Magazzini Alimentari Riuniti;8;Bergamo;Italie;18/09/1995;10635;Chef Anton's Cajun Seasoning;990,00 F
Magazzini Alimentari Riuniti;8;Bergamo;Italie;18/09/1995;10635;Chef Anton's Gumbo Mix;1 441,12 F
Wartian Herkku;4;Oulu;Finlande;19/09/1995;10636;Chef Anton's Cajun Seasoning;2 750,00 F
Queen Cozinha;6;São Paulo;Brésil;19/09/1995;10637;Queso Cabrales;1 050,00 F
Queen Cozinha;6;São Paulo;Brésil;19/09/1995;10637;Valkoinen suklaa;1 929,69 F
LINO-Delicateses;3;I. de Margarita;Venezuela;20/09/1995;10638;Røgede sild;950,00 F
LINO-Delicateses;3;I. de Margarita;Venezuela;20/09/1995;10638;Louisiana Fiery Hot Pepper Sauce;2 210,25 F
Santé Gourmet;7;Stavern;Norvège;20/09/1995;10639;Carnarvon Tigers;2 500,00 F
HILARIÓN-Abastos;4;San Cristóbal;Venezuela;22/09/1995;10641;Boston Crab Meat;5 520,00 F
HILARIÓN-Abastos;4;San Cristóbal;Venezuela;22/09/1995;10641;Chang;4 750,00 F
Simons bistro;7;København;Danemark;22/09/1995;10642;Sirop d'érable;2 280,00 F
Simons bistro;7;København;Danemark;22/09/1995;10642;Sir Rodney's Scones;1 200,00 F
Around the Horn;6;London;Royaume-Uni;25/09/1995;10643;Rössle Sauerkraut;2 565,00 F
Around the Horn;6;London;Royaume-Uni;25/09/1995;10643;Chartreuse verte;1 417,50 F
Around the Horn;6;London;Royaume-Uni;25/09/1995;10643;Spegesild;90,00 F
Wellington Importadora;3;Resende;Brésil;25/09/1995;10644;Carnarvon Tigers;1 125,00 F
Wellington Importadora;3;Resende;Brésil;25/09/1995;10644;Spegesild;1 134,00 F
Hanari Carnes;4;Rio de Janeiro;Brésil;26/09/1995;10645;Carnarvon Tigers;6 250,00 F
Hungry Owl All-Night Grocers;9;Cork;Irlande;27/09/1995;10646;Chai;1 012,50 F
Hungry Owl All-Night Grocers;9;Cork;Irlande;27/09/1995;10646;Original Frankfurter grüne Soße;1 706,25 F
Que Delícia;4;Rio de Janeiro;Brésil;27/09/1995;10647;Chartreuse verte;1 800,00 F
Que Delícia;4;Rio de Janeiro;Brésil;27/09/1995;10647;Teatime Chocolate Biscuits;1 380,00 F
Maison Dewey;5;Bruxelles;Belgique;28/09/1995;10649;Rössle Sauerkraut;4 560,00 F
Familia Arquibaldo;5;São Paulo;Brésil;29/09/1995;10650;Tourtière;1 117,50 F
Familia Arquibaldo;5;São Paulo;Brésil;29/09/1995;10650;Perth Pasties;3 895,00 F
Die Wandernde Kuh;8;Stuttgart;Allemagne;02/10/1995;10651;Teatime Chocolate Biscuits;414,00 F
Gourmet Lanchonetes;4;Campinas;Brésil;02/10/1995;10652;Nord-Ost Matjeshering;194,18 F
Gourmet Lanchonetes;4;Campinas;Brésil;02/10/1995;10652;Singaporean Hokkien Fried Mee;1 400,00 F
Frankenversand;1;München;Allemagne;03/10/1995;10653;Pavlova;2 355,75 F
Frankenversand;1;München;Allemagne;03/10/1995;10653;Camembert Pierrot;3 060,00 F
Berglunds snabbköp;5;Luleå;Suède;03/10/1995;10654;Tourtière;201,15 F
Berglunds snabbköp;5;Luleå;Suède;03/10/1995;10654;Chef Anton's Cajun Seasoning;1 188,00 F
Berglunds snabbköp;5;Luleå;Suède;03/10/1995;10654;Chartreuse verte;1 620,00 F
Great Lakes Food Market;6;Eugene;États-Unis;05/10/1995;10656;Zaanse koeken;256,50 F
Great Lakes Food Market;6;Eugene;États-Unis;05/10/1995;10656;Tofu;313,87 F
Save-a-lot Markets;2;Boise;États-Unis;05/10/1995;10657;Spegesild;2 700,00 F
Save-a-lot Markets;2;Boise;États-Unis;05/10/1995;10657;Zaanse koeken;475,00 F
Save-a-lot Markets;2;Boise;États-Unis;05/10/1995;10657;Camembert Pierrot;5 100,00 F
QUICK-Stop;4;Cunewalde;Allemagne;06/10/1995;10658;Sir Rodney's Scones;3 000,00 F
QUICK-Stop;4;Cunewalde;Allemagne;06/10/1995;10658;Boston Crab Meat;6 118,00 F
QUICK-Stop;4;Cunewalde;Allemagne;06/10/1995;10658;Camembert Pierrot;8 882,50 F
QUICK-Stop;4;Cunewalde;Allemagne;06/10/1995;10658;Original Frankfurter grüne Soße;4 322,50 F
Queen Cozinha;7;São Paulo;Brésil;06/10/1995;10659;Boston Crab Meat;2 097,60 F
Hungry Coyote Import Store;8;Elgin;États-Unis;09/10/1995;10660;Sir Rodney's Marmalade;8 505,00 F
Hungry Owl All-Night Grocers;7;Cork;Irlande;10/10/1995;10661;Chartreuse verte;216,00 F
Lonesome Pine Restaurant;3;Portland;États-Unis;10/10/1995;10662;Scottish Longbreads;625,00 F
Bon app';2;Marseille;France;11/10/1995;10663;Manjimup Dried Apples;5 035,00 F
Bon app';2;Marseille;France;11/10/1995;10663;Boston Crab Meat;2 622,00 F
Bon app';2;Marseille;France;11/10/1995;10663;Singaporean Hokkien Fried Mee;1 995,00 F
Furia Bacalhau e Frutos do Mar;1;Lisboa;Portugal;11/10/1995;10664;Louisiana Fiery Hot Pepper Sauce;1 341,94 F
Lonesome Pine Restaurant;1;Portland;États-Unis;12/10/1995;10665;Manjimup Dried Apples;5 300,00 F
Lonesome Pine Restaurant;1;Portland;États-Unis;12/10/1995;10665;Lakkalikööri;900,00 F
7;7;Genève;Suisse;13/10/1995;10666;Thüringer Rostbratwurst;22 282,20 F
7;7;Genève;Suisse;13/10/1995;10666;Louisiana Fiery Hot Pepper Sauce;1 052,50 F
Die Wandernde Kuh;1;Stuttgart;Allemagne;16/10/1995;10668;Pâté chinois;432,00 F
Die Wandernde Kuh;1;Stuttgart;Allemagne;16/10/1995;10668;Wimmers gute Semmelknödel;2 244,37 F
Frankenversand;4;München;Allemagne;17/10/1995;10670;Tunnbröd;1 440,00 F
Frankenversand;4;München;Allemagne;17/10/1995;10670;Rhönbräu Klosterbier;968,75 F
Frankenversand;4;München;Allemagne;17/10/1995;10670;Röd Kaviar;3 750,00 F
Frankenversand;4;München;Allemagne;17/10/1995;10670;Spegesild;3 600,00 F
France restauration;1;Nantes;France;18/10/1995;10671;Pavlova;872,50 F
France restauration;1;Nantes;France;18/10/1995;10671;Tarte au sucre;2 465,00 F
France restauration;1;Nantes;France;18/10/1995;10671;Louisiana Fiery Hot Pepper Sauce;1 263,00 F
Berglunds snabbköp;9;Luleå;Suède;18/10/1995;10672;Côte de Blaye;17 786,25 F
Wilman Kala;2;Helsinki;Finlande;19/10/1995;10673;Pavlova;261,75 F
Wilman Kala;2;Helsinki;Finlande;19/10/1995;10673;Singaporean Hokkien Fried Mee;420,00 F
Island Trading;4;Cowes;Royaume-Uni;19/10/1995;10674;Tunnbröd;225,00 F
Frankenversand;5;München;Allemagne;20/10/1995;10675;Perth Pasties;1 640,00 F
Frankenversand;5;München;Allemagne;20/10/1995;10675;Tofu;3 487,50 F
Tortuga Restaurante;2;México D.F.;Mexique;23/10/1995;10676;Teatime Chocolate Biscuits;322,00 F
Save-a-lot Markets;7;Boise;États-Unis;24/10/1995;10678;Jack's New England Clam Chowder;5 790,00 F
Save-a-lot Markets;7;Boise;États-Unis;24/10/1995;10678;Tourtière;1 117,50 F
Save-a-lot Markets;7;Boise;États-Unis;24/10/1995;10678;Queso Manchego La Pastora;19 000,00 F
Old World Delicatessen;1;Anchorage;États-Unis;25/10/1995;10680;Pavlova;3 271,88 F
Old World Delicatessen;1;Anchorage;États-Unis;25/10/1995;10680;Singaporean Hokkien Fried Mee;2 100,00 F
Great Lakes Food Market;3;Eugene;États-Unis;26/10/1995;10681;Teatime Chocolate Biscuits;1 242,00 F
Great Lakes Food Market;3;Eugene;États-Unis;26/10/1995;10681;Sir Rodney's Scones;540,00 F
Antonio Moreno Taquería;3;México D.F.;Mexique;26/10/1995;10682;Louisiana Hot Spiced Okra;340,00 F
Antonio Moreno Taquería;3;México D.F.;Mexique;26/10/1995;10682;Rhönbräu Klosterbier;1 162,50 F
Ottilies Käseladen;3;Köln;Allemagne;27/10/1995;10684;Boston Crab Meat;1 840,00 F
Ottilies Käseladen;3;Köln;Allemagne;27/10/1995;10684;Zaanse koeken;1 900,00 F
Ottilies Käseladen;3;Köln;Allemagne;27/10/1995;10684;Camembert Pierrot;5 100,00 F
Gourmet Lanchonetes;4;Campinas;Brésil;30/10/1995;10685;Jack's New England Clam Chowder;193,00 F
Gourmet Lanchonetes;4;Campinas;Brésil;30/10/1995;10685;Zaanse koeken;712,50 F
Piccolo und mehr;2;Salzburg;Autriche;31/10/1995;10686;Alice Mutton;4 680,00 F
Hungry Owl All-Night Grocers;9;Cork;Irlande;31/10/1995;10687;Mishi Kobe Niku;18 187,50 F
Hungry Owl All-Night Grocers;9;Cork;Irlande;31/10/1995;10687;Thüringer Rostbratwurst;6 189,50 F
Vaffeljernet;4;Århus;Danemark;01/11/1995;10688;Rössle Sauerkraut;12 312,00 F
Vaffeljernet;4;Århus;Danemark;01/11/1995;10688;Sasquatch Ale;980,00 F
Berglunds snabbköp;1;Luleå;Suède;01/11/1995;10689;Chai;2 362,50 F
Hanari Carnes;1;Rio de Janeiro;Brésil;02/11/1995;10690;Original Frankfurter grüne Soße;1 462,50 F
QUICK-Stop;2;Cunewalde;Allemagne;03/11/1995;10691;Chai;2 700,00 F
QUICK-Stop;2;Cunewalde;Allemagne;03/11/1995;10691;Thüringer Rostbratwurst;24 758,00 F
QUICK-Stop;2;Cunewalde;Allemagne;03/11/1995;10691;Tarte au sucre;11 832,00 F
B's Beverages;4;London;Royaume-Uni;03/11/1995;10692;Vegie-spread;4 390,00 F
White Clover Markets;3;Seattle;États-Unis;06/11/1995;10693;Mishi Kobe Niku;2 910,00 F
White Clover Markets;3;Seattle;États-Unis;06/11/1995;10693;Tourtière;1 899,75 F
QUICK-Stop;8;Cunewalde;Allemagne;06/11/1995;10694;Uncle Bob's Organic Dried Pears;13 500,00 F
Wilman Kala;7;Helsinki;Finlande;07/11/1995;10695;Northwoods Cranberry Sauce;2 000,00 F
White Clover Markets;8;Seattle;États-Unis;08/11/1995;10696;Alice Mutton;3 900,00 F
White Clover Markets;8;Seattle;États-Unis;08/11/1995;10696;Spegesild;1 080,00 F
LINO-Delicateses;3;I. de Margarita;Venezuela;08/11/1995;10697;Steeleye Stout;607,50 F
LINO-Delicateses;3;I. de Margarita;Venezuela;08/11/1995;10697;Teatime Chocolate Biscuits;241,50 F
